member_index	sample_class	process_or_mode	dataset_split	candidate_rows	resolution_method	layout_rule	bundle_campaign	schema_stratum_key	representative_member_index	schema_stratum_assigned	representative_audit_status
433	background	qcd_bbbb_iht400to600	train	1595	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
434	background	qcd_bbbb_iht400to600	train	1552	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
435	background	qcd_bbbb_iht400to600	train	1485	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
436	background	qcd_bbbb_iht400to600	train	1581	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
437	background	qcd_bbbb_iht400to600	train	1559	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
438	background	qcd_bbbb_iht400to600	train	1560	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
439	background	qcd_bbbb_iht400to600	train	1516	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
440	background	qcd_bbbb_iht400to600	validation	1522	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
441	background	qcd_bbbb_iht400to600	validation	1556	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
442	background	qcd_bbbb_iht400to600	validation	1527	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""qcd_bbbb_iht400to600""]"	429	True	pass
443	background	ttbar_inclusive	train	36	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_pilots_20260720_retry1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_pilots_20260720_retry1"",""ttbar_inclusive""]"	443	True	pass
444	background	ttbar_inclusive	train	41	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
445	background	ttbar_inclusive	train	36	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
446	background	ttbar_inclusive	train	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
447	background	ttbar_inclusive	train	24	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
448	background	ttbar_inclusive	train	35	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
449	background	ttbar_inclusive	train	27	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
450	background	ttbar_inclusive	train	40	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
451	background	ttbar_inclusive	train	36	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
452	background	ttbar_inclusive	train	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
453	background	ttbar_inclusive	train	39	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
454	background	ttbar_inclusive	train	42	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
455	background	ttbar_inclusive	train	47	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
456	background	ttbar_inclusive	train	33	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
457	background	ttbar_inclusive	train	18	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
458	background	ttbar_inclusive	train	31	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
459	background	ttbar_inclusive	train	33	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
460	background	ttbar_inclusive	train	33	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
461	background	ttbar_inclusive	train	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
462	background	ttbar_inclusive	train	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
463	background	ttbar_inclusive	train	24	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
464	background	ttbar_inclusive	train	35	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
465	background	ttbar_inclusive	train	28	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
466	background	ttbar_inclusive	train	36	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
467	background	ttbar_inclusive	train	36	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
468	background	ttbar_inclusive	train	30	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
469	background	ttbar_inclusive	train	38	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
470	background	ttbar_inclusive	train	27	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
471	background	ttbar_inclusive	train	32	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
472	background	ttbar_inclusive	train	30	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
473	background	ttbar_inclusive	train	32	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
474	background	ttbar_inclusive	train	37	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
475	background	ttbar_inclusive	train	27	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
476	background	ttbar_inclusive	train	35	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
477	background	ttbar_inclusive	train	28	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
478	background	ttbar_inclusive	train	33	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
479	background	ttbar_inclusive	train	38	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
480	background	ttbar_inclusive	train	35	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
481	background	ttbar_inclusive	train	23	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
482	background	ttbar_inclusive	train	32	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
483	background	ttbar_inclusive	train	27	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
484	background	ttbar_inclusive	train	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
485	background	ttbar_inclusive	train	30	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
486	background	ttbar_inclusive	train	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
487	background	ttbar_inclusive	train	30	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
488	background	ttbar_inclusive	train	28	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
489	background	ttbar_inclusive	train	23	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
490	background	ttbar_inclusive	train	29	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
491	background	ttbar_inclusive	train	25	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
492	background	ttbar_inclusive	train	27	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
493	background	ttbar_inclusive	train	31	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
494	background	ttbar_inclusive	train	31	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
495	background	ttbar_inclusive	train	38	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
496	background	ttbar_inclusive	train	40	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
497	background	ttbar_inclusive	train	30	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
498	background	ttbar_inclusive	train	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
499	background	ttbar_inclusive	train	31	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
500	background	ttbar_inclusive	train	35	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
501	background	ttbar_inclusive	train	38	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
502	background	ttbar_inclusive	train	29	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
503	background	ttbar_inclusive	validation	21	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
504	background	ttbar_inclusive	validation	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
505	background	ttbar_inclusive	validation	22	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
506	background	ttbar_inclusive	validation	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
507	background	ttbar_inclusive	validation	35	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
508	background	ttbar_inclusive	validation	31	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
509	background	ttbar_inclusive	validation	20	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
510	background	ttbar_inclusive	validation	42	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
511	background	ttbar_inclusive	validation	43	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
512	background	ttbar_inclusive	validation	45	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
513	background	ttbar_inclusive	validation	25	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
514	background	ttbar_inclusive	validation	34	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
515	background	ttbar_inclusive	validation	32	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
516	background	ttbar_inclusive	validation	36	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
517	background	ttbar_inclusive	validation	38	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""ttbar_inclusive""]"	444	True	pass
518	background	zbbbb	train	314	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_pilots_20260720_retry1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_pilots_20260720_retry1"",""zbbbb""]"	518	True	pass
519	background	zbbbb	train	295	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""zbbbb""]"	519	True	pass
520	background	zbbbb	train	302	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""zbbbb""]"	519	True	pass
521	background	zbbbb	train	276	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""zbbbb""]"	519	True	pass
522	background	zbbbb	train	301	background_receipt_standard_bundle_layout	standard_bundle_root_target_tag	unified_background_5m_wavea_proven111_20260720_v1	"[""background_receipt_standard_bundle_layout"",""standard_bundle_root_target_tag"",""unified_background_5m_wavea_proven111_20260720_v1"",""zbbbb""]"	519	True	pass
